index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024
435,skuntank,poison,dark,stench,aftermath,keen-eye,103,93,67,71,61,84,479,FALSE,FALSE,generation-iv,0,0.00958,0,0,0,0
436,bronzor,steel,psychic,levitate,heatproof,heavy-metal,57,24,86,24,86,23,300,FALSE,FALSE,generation-iv,0,0,0,0,0,0
437,bronzong,steel,psychic,levitate,heatproof,heavy-metal,67,89,116,79,116,33,500,FALSE,FALSE,generation-iv,0.80839,0.37017,0.37422,1.33,0.09,0.13
438,bonsly,rock,No_type,sturdy,rock-head,rattled,50,80,95,10,45,10,290,FALSE,FALSE,generation-iv,0,0,0,0,0,0
439,mime-jr,psychic,fairy,soundproof,filter,technician,20,25,45,70,90,60,310,FALSE,FALSE,generation-iv,0,0,0,0,0,0
440,happiny,normal,No_type,natural-cure,serene-grace,friend-guard,100,5,5,15,65,30,220,FALSE,FALSE,generation-iv,0,0,0,0,0,0
441,chatot,normal,flying,keen-eye,tangled-feet,big-pecks,76,65,45,92,42,91,411,FALSE,FALSE,generation-iv,0,0,0,0,0,0
442,spiritomb,ghost,dark,pressure,No_ability,infiltrator,50,92,108,92,108,35,485,FALSE,FALSE,generation-iv,0.0013,0.22041,0.00867,0,0,0
443,gible,dragon,ground,sand-veil,No_ability,rough-skin,58,70,45,40,45,42,300,FALSE,FALSE,generation-iv,0,0,0,0,0,0
444,gabite,dragon,ground,sand-veil,No_ability,rough-skin,68,90,65,50,55,82,410,FALSE,FALSE,generation-iv,0,0,0,0,0,0
445,garchomp,dragon,ground,sand-veil,No_ability,rough-skin,108,130,95,80,85,102,600,FALSE,FALSE,generation-iv,0.26759,NA,0.20464,0.14,0.11,16.46
445,garchomp-mega,dragon,ground,sand-force,No_ability,None,108,170,115,120,95,92,700,FALSE,FALSE,generation-iv,0,0,0,0,0,0
446,munchlax,normal,No_type,pickup,thick-fat,gluttony,135,85,40,40,85,5,390,FALSE,FALSE,generation-iv,0,0.00032,0.00059,0,0,0
447,riolu,fighting,No_type,steadfast,inner-focus,prankster,40,70,40,35,40,60,285,FALSE,FALSE,generation-iv,0.21937,0,0.05794,0.04,0,0
448,lucario,fighting,steel,steadfast,inner-focus,justified,70,110,70,115,70,90,525,FALSE,FALSE,generation-iv,0.01006,0.08553,0.05454,0,0,0.04
448,lucario-mega,fighting,steel,adaptability,No_ability,None,70,145,88,140,70,112,625,FALSE,FALSE,generation-iv,0,0,0,0,0,0
449,hippopotas,ground,No_type,sand-stream,No_ability,sand-force,68,72,78,38,42,32,330,FALSE,FALSE,generation-iv,0,0,0,0,0,0
450,hippowdon,ground,No_type,sand-stream,No_ability,sand-force,108,112,118,68,72,47,525,FALSE,FALSE,generation-iv,0.00233,0.02647,0.00792,0,0,0.05
451,skorupi,poison,bug,battle-armor,sniper,keen-eye,40,50,90,30,55,65,330,FALSE,FALSE,generation-iv,0,0,0,0,0,0
452,drapion,poison,dark,battle-armor,sniper,keen-eye,70,90,110,60,75,95,500,FALSE,FALSE,generation-iv,0.01102,0,0,0,0,0
453,croagunk,poison,fighting,anticipation,dry-skin,poison-touch,48,61,40,61,40,50,300,FALSE,FALSE,generation-iv,0,0,0,0,0,0
454,toxicroak,poison,fighting,anticipation,dry-skin,poison-touch,83,106,65,86,65,85,490,FALSE,FALSE,generation-iv,0.0002,0,0.05087,0,0,0.04
455,carnivine,grass,No_type,levitate,No_ability,None,74,100,72,90,72,46,454,FALSE,FALSE,generation-iv,0,0,0,0,0,0
456,finneon,water,No_type,swift-swim,storm-drain,water-veil,49,49,56,49,61,66,330,FALSE,FALSE,generation-iv,0,0,0,0,0,0
457,lumineon,water,No_type,swift-swim,storm-drain,water-veil,69,69,76,69,86,91,460,FALSE,FALSE,generation-iv,0,0.0063,0.01829,0,0,0
458,mantyke,water,flying,swift-swim,water-absorb,water-veil,45,20,50,60,120,50,345,FALSE,FALSE,generation-iv,0,0,0,0,0,0
459,snover,grass,ice,snow-warning,No_ability,soundproof,60,62,50,62,60,40,334,FALSE,FALSE,generation-iv,0,0,0,0,0,0
460,abomasnow,grass,ice,snow-warning,No_ability,soundproof,90,92,75,92,85,60,494,FALSE,FALSE,generation-iv,0.02136,NA,0.06627,0,0.19,0
460,abomasnow-mega,grass,ice,snow-warning,No_ability,None,90,132,105,132,105,30,594,FALSE,FALSE,generation-iv,0,0,0,0,0,0
461,weavile,dark,ice,pressure,No_ability,pickpocket,70,120,65,45,85,125,510,FALSE,FALSE,generation-iv,0.08566,0.03885,0.03702,0.19,0,0.2
462,magnezone,electric,steel,magnet-pull,sturdy,analytic,70,70,115,130,90,60,535,FALSE,FALSE,generation-iv,0.02556,0.53674,0.00722,0,0,0
463,lickilicky,normal,No_type,own-tempo,oblivious,cloud-nine,110,85,95,80,95,50,515,FALSE,FALSE,generation-iv,0,0,0,0,0,0
464,rhyperior,ground,rock,lightning-rod,solid-rock,reckless,115,140,130,55,55,40,535,FALSE,FALSE,generation-iv,0.17852,0,0.37764,0.1,0,0
465,tangrowth,grass,No_type,chlorophyll,leaf-guard,regenerator,100,100,125,110,50,50,535,FALSE,FALSE,generation-iv,0.00883,0,0,0.04,0,0
466,electivire,electric,No_type,motor-drive,No_ability,vital-spirit,75,123,67,95,85,95,540,FALSE,FALSE,generation-iv,0.00107,0,0.03329,0.04,0,0
467,magmortar,fire,No_type,flame-body,No_ability,vital-spirit,75,95,67,125,95,83,540,FALSE,FALSE,generation-iv,0,0,0.04367,0,0,0
468,togekiss,fairy,flying,hustle,serene-grace,super-luck,85,50,95,120,115,80,545,FALSE,FALSE,generation-iv,0.84174,0,0,0,0,0
469,yanmega,bug,flying,speed-boost,tinted-lens,frisk,86,76,86,116,56,95,515,FALSE,FALSE,generation-iv,0,0.01989,0.00995,0,0,0.29
470,leafeon,grass,No_type,leaf-guard,No_ability,chlorophyll,65,110,130,60,65,95,525,FALSE,FALSE,generation-iv,0,0.02129,0.00301,0,0,0
471,glaceon,ice,No_type,snow-cloak,No_ability,ice-body,65,60,110,130,95,65,525,FALSE,FALSE,generation-iv,0.00946,0.10547,0.03176,0,0.15,0.05
472,gliscor,ground,flying,hyper-cutter,sand-veil,poison-heal,75,95,125,45,75,95,510,FALSE,FALSE,generation-iv,0,0.264,0.01988,0,0,0.16
473,mamoswine,ice,ground,oblivious,snow-cloak,thick-fat,110,130,80,70,60,80,530,FALSE,FALSE,generation-iv,NA,0.54666,0.14194,0.06,0.09,0.05
474,porygon-z,normal,No_type,adaptability,download,analytic,85,80,70,135,75,90,535,FALSE,FALSE,generation-i,0.01407,0,0.06244,0,0,0.07
475,gallade,psychic,fighting,steadfast,sharpness,justified,68,125,65,65,115,80,518,FALSE,FALSE,generation-iv,0.00619,0.57841,NA,0,0.67,2.9
475,gallade-mega,psychic,fighting,inner-focus,No_ability,None,68,165,95,65,115,110,618,FALSE,FALSE,generation-iv,0,0,0,0,0,0
476,probopass,rock,steel,sturdy,magnet-pull,sand-force,60,55,145,75,150,40,525,FALSE,FALSE,generation-iv,0,0.0282,0.00124,0,0,0
477,dusknoir,ghost,No_type,pressure,No_ability,frisk,45,100,135,65,135,45,525,FALSE,FALSE,generation-iv,0.00194,0.0336,0.00104,0,0,0
478,froslass,ice,ghost,snow-cloak,No_ability,cursed-body,70,80,70,80,70,110,480,FALSE,FALSE,generation-iv,0.00326,0.01308,0.00909,0,0,0
479,rotom,electric,ghost,levitate,No_ability,None,50,50,77,95,77,91,440,FALSE,FALSE,generation-iv,0,0,0,0,0,0
479,rotom-heat,electric,fire,levitate,No_ability,None,50,65,107,105,107,86,520,FALSE,FALSE,generation-iv,NA,0.70774,0.00974,1,0,0.07
479,rotom-wash,electric,water,levitate,No_ability,None,50,65,107,105,107,86,520,FALSE,FALSE,generation-iv,0.56745,NA,0.07079,0,0,0.16
479,rotom-frost,electric,ice,levitate,No_ability,None,50,65,107,105,107,86,520,FALSE,FALSE,generation-iv,0,0.11637,0.00079,0,0,0
479,rotom-fan,electric,flying,levitate,No_ability,None,50,65,107,105,107,86,520,FALSE,FALSE,generation-iv,0,0.00023,1.00E-05,0,0,0
479,rotom-mow,electric,grass,levitate,No_ability,None,50,65,107,105,107,86,520,FALSE,FALSE,generation-iv,0.05405,0.11693,0.00534,0,0,0
480,uxie,psychic,No_type,levitate,No_ability,None,75,75,130,75,130,95,580,TRUE,FALSE,generation-iv,0,0.19074,0.01742,0,0,0
481,mesprit,psychic,No_type,levitate,No_ability,None,80,105,105,105,105,80,580,TRUE,FALSE,generation-iv,0,0.06297,0.0014,0,0,0
482,azelf,psychic,No_type,levitate,No_ability,None,75,125,70,125,70,115,580,TRUE,FALSE,generation-iv,0.00188,0.14736,0.01523,0.06,0.07,0
483,dialga,steel,dragon,pressure,No_ability,telepathy,100,120,120,150,100,90,680,TRUE,FALSE,generation-iv,NA,0,0.03591,2.97,0,0
483,dialga-origin,steel,dragon,pressure,No_ability,telepathy,100,100,120,150,120,90,680,TRUE,FALSE,generation-iv,0,0,0.76042,0,0,0
484,palkia,water,dragon,pressure,No_ability,telepathy,90,120,100,150,120,100,680,TRUE,FALSE,generation-iv,NA,0,0.06952,10.18,0,0
484,palkia-origin,water,dragon,pressure,No_ability,telepathy,90,100,100,150,120,120,680,TRUE,FALSE,generation-iv,0,0,0.21694,0,0,0
485,heatran,fire,steel,flash-fire,No_ability,flame-body,91,90,106,130,106,77,600,TRUE,FALSE,generation-iv,0.02119,NA,NA,0,30.06,0
486,regigigas,normal,No_type,slow-start,No_ability,None,110,160,110,80,110,100,670,TRUE,FALSE,generation-iv,NA,0,0.17347,0.83,0,0
487,giratina,ghost,dragon,pressure,No_ability,telepathy,150,100,120,100,120,90,680,TRUE,FALSE,generation-iv,0.07543,0,0.04594,0.04,0,0
487,giratina-origin,ghost,dragon,levitate,No_ability,None,150,120,100,120,100,90,680,TRUE,FALSE,generation-iv,0.10871,0,0.10395,0.04,0,0
488,cresselia,psychic,No_type,levitate,No_ability,None,120,70,110,75,120,85,580,TRUE,FALSE,generation-iv,0.06466,NA,NA,0,7.89,0
489,phione,water,No_type,hydration,No_ability,None,80,80,80,80,80,80,480,FALSE,TRUE,generation-iv,0,0,0,0,0,0
490,manaphy,water,No_type,hydration,No_ability,None,100,100,100,100,100,100,600,FALSE,TRUE,generation-iv,0,0,0,0,0,0
491,darkrai,dark,No_type,bad-dreams,No_ability,None,70,90,90,135,90,125,600,FALSE,TRUE,generation-iv,0,0,0,0,0,0
492,shaymin-land,grass,No_type,natural-cure,No_ability,None,100,100,100,100,100,100,600,FALSE,TRUE,generation-iv,0,0,0,0,0,0
492,shaymin-sky,grass,flying,serene-grace,No_ability,None,100,103,75,120,75,127,600,FALSE,TRUE,generation-iv,0,0,0,0,0,0
493,arceus,normal,No_type,multitype,No_ability,None,120,120,120,120,120,120,720,FALSE,TRUE,generation-iv,0,0,0,0,0,0
494,victini,psychic,fire,victory-star,No_ability,None,100,100,100,100,100,100,600,FALSE,TRUE,generation-v,0,0,0,0,0,0
495,snivy,grass,No_type,overgrow,No_ability,contrary,45,45,55,45,55,63,308,FALSE,FALSE,generation-v,0,0,0,0,0,0
496,servine,grass,No_type,overgrow,No_ability,contrary,60,60,75,60,75,83,413,FALSE,FALSE,generation-v,0,0,0,0,0,0
497,serperior,grass,No_type,overgrow,No_ability,contrary,75,75,95,75,95,113,528,FALSE,FALSE,generation-v,0,0,0.34286,0,0,0.07
498,tepig,fire,No_type,blaze,No_ability,thick-fat,65,63,45,45,45,45,308,FALSE,FALSE,generation-v,0,0,0,0,0,0
499,pignite,fire,fighting,blaze,No_ability,thick-fat,90,93,55,70,55,55,418,FALSE,FALSE,generation-v,0,0,0,0,0,0
500,emboar,fire,fighting,blaze,No_ability,reckless,110,123,65,100,65,65,528,FALSE,FALSE,generation-v,0,0,0.01992,0,0,0.05
501,oshawott,water,No_type,torrent,No_ability,shell-armor,55,55,45,63,45,45,308,FALSE,FALSE,generation-v,0,0,0,0,0,0
502,dewott,water,No_type,torrent,No_ability,shell-armor,75,75,60,83,60,60,413,FALSE,FALSE,generation-v,0,0,0,0,0,0
503,samurott,water,No_type,torrent,No_ability,shell-armor,95,100,85,108,70,70,528,FALSE,FALSE,generation-v,0,0.00776,0.00024,0,0,0
503,samurott-hisui,water,dark,torrent,No_ability,sharpness,90,108,80,100,65,85,528,FALSE,FALSE,generation-v,0,0.53223,0.02996,0,0.11,1.12
504,patrat,normal,No_type,run-away,keen-eye,analytic,45,55,39,35,39,42,255,FALSE,FALSE,generation-v,0,0,0,0,0,0
505,watchog,normal,No_type,illuminate,keen-eye,analytic,60,85,69,60,69,77,420,FALSE,FALSE,generation-v,0,0,0,0,0,0
506,lillipup,normal,No_type,vital-spirit,pickup,run-away,45,60,45,25,45,55,275,FALSE,FALSE,generation-v,0,0,0,0,0,0
507,herdier,normal,No_type,intimidate,sand-rush,scrappy,65,80,65,35,65,60,370,FALSE,FALSE,generation-v,0,0,0,0,0,0
508,stoutland,normal,No_type,intimidate,sand-rush,scrappy,85,110,90,45,90,80,500,FALSE,FALSE,generation-v,0.00439,0,0,0,0,0
509,purrloin,dark,No_type,limber,unburden,prankster,41,50,37,50,37,66,281,FALSE,FALSE,generation-v,0,0,0,0,0,0
510,liepard,dark,No_type,limber,unburden,prankster,64,88,50,88,50,106,446,FALSE,FALSE,generation-v,0.29312,0,0,0.19,0,0
511,pansage,grass,No_type,gluttony,No_ability,overgrow,50,53,48,53,48,64,316,FALSE,FALSE,generation-v,0,0,0,0,0,0
512,simisage,grass,No_type,gluttony,No_ability,overgrow,75,98,63,98,63,101,498,FALSE,FALSE,generation-v,0,0,0,0,0,0
513,pansear,fire,No_type,gluttony,No_ability,blaze,50,53,48,53,48,64,316,FALSE,FALSE,generation-v,0,0,0,0,0,0
514,simisear,fire,No_type,gluttony,No_ability,blaze,75,98,63,98,63,101,498,FALSE,FALSE,generation-v,0,0,0,0,0,0
515,panpour,water,No_type,gluttony,No_ability,torrent,50,53,48,53,48,64,316,FALSE,FALSE,generation-v,0,0,0,0,0,0
516,simipour,water,No_type,gluttony,No_ability,torrent,75,98,63,98,63,101,498,FALSE,FALSE,generation-v,0,0,0,0,0,0
517,munna,psychic,No_type,forewarn,synchronize,telepathy,76,25,45,67,55,24,292,FALSE,FALSE,generation-v,0,0,0,0,0,0
518,musharna,psychic,No_type,forewarn,synchronize,telepathy,116,55,85,107,95,29,487,FALSE,FALSE,generation-v,8.00E-05,0,0,0,0,0
519,pidove,normal,flying,big-pecks,super-luck,rivalry,50,55,50,36,30,43,264,FALSE,FALSE,generation-v,0,0,0,0,0,0
520,tranquill,normal,flying,big-pecks,super-luck,rivalry,62,77,62,50,42,65,358,FALSE,FALSE,generation-v,0,0,0,0,0,0
521,unfezant,normal,flying,big-pecks,super-luck,rivalry,80,115,80,65,55,93,488,FALSE,FALSE,generation-v,0,0,0,0,0,0
522,blitzle,electric,No_type,lightning-rod,motor-drive,sap-sipper,45,60,32,50,32,76,295,FALSE,FALSE,generation-v,0,0,0,0,0,0
523,zebstrika,electric,No_type,lightning-rod,motor-drive,sap-sipper,75,100,63,80,63,116,497,FALSE,FALSE,generation-v,0,0,0.00333,0,0,0
524,roggenrola,rock,No_type,sturdy,weak-armor,sand-force,55,75,85,25,25,15,280,FALSE,FALSE,generation-v,0,0,0,0,0,0
525,boldore,rock,No_type,sturdy,weak-armor,sand-force,70,105,105,50,40,20,390,FALSE,FALSE,generation-v,0,0,0,0,0,0
526,gigalith,rock,No_type,sturdy,sand-stream,sand-force,85,135,130,60,80,25,515,FALSE,FALSE,generation-v,0.0116,0,0,0,0,0
527,woobat,psychic,flying,unaware,klutz,simple,65,45,43,55,43,72,323,FALSE,FALSE,generation-v,0,0,0,0,0,0
528,swoobat,psychic,flying,unaware,klutz,simple,67,57,55,77,55,114,425,FALSE,FALSE,generation-v,0.00216,0,0,0,0,0
529,drilbur,ground,No_type,sand-rush,sand-force,mold-breaker,60,85,40,30,45,68,328,FALSE,FALSE,generation-v,0,0,0,0,0,0
530,excadrill,ground,steel,sand-rush,sand-force,mold-breaker,110,135,60,50,65,88,508,FALSE,FALSE,generation-v,0.13112,0,0.70122,0,0,2.04
531,audino,normal,No_type,healer,regenerator,klutz,103,60,86,60,86,50,445,FALSE,FALSE,generation-v,0.00778,0,0,0,0,0
531,audino-mega,normal,fairy,healer,No_ability,None,103,60,126,80,126,50,545,FALSE,FALSE,generation-v,0,0,0,0,0,0
532,timburr,fighting,No_type,guts,sheer-force,iron-fist,75,80,55,25,35,35,305,FALSE,FALSE,generation-v,0,0,0,0,0,0
533,gurdurr,fighting,No_type,guts,sheer-force,iron-fist,85,105,85,40,50,40,405,FALSE,FALSE,generation-v,0,1.00E-05,0,0,0,0
534,conkeldurr,fighting,No_type,guts,sheer-force,iron-fist,105,140,95,55,65,45,505,FALSE,FALSE,generation-v,0.02901,0.41986,0.03591,0,0.07,0
535,tympole,water,No_type,swift-swim,hydration,water-absorb,50,50,40,50,40,64,294,FALSE,FALSE,generation-v,0,0,0,0,0,0
536,palpitoad,water,ground,swift-swim,hydration,water-absorb,75,65,55,65,55,69,384,FALSE,FALSE,generation-v,0,0,0,0,0,0
537,seismitoad,water,ground,swift-swim,poison-touch,water-absorb,105,95,75,85,75,74,509,FALSE,FALSE,generation-v,NA,0,0,0.52,0,0
538,throh,fighting,No_type,guts,inner-focus,mold-breaker,120,100,85,30,85,45,465,FALSE,FALSE,generation-v,0,0,0,0,0,0
539,sawk,fighting,No_type,sturdy,inner-focus,mold-breaker,75,125,75,30,75,85,465,FALSE,FALSE,generation-v,0,0,0,0,0,0
540,sewaddle,bug,grass,swarm,chlorophyll,overcoat,45,53,70,40,60,42,310,FALSE,FALSE,generation-v,0,0,0,0,0,0
541,swadloon,bug,grass,leaf-guard,chlorophyll,overcoat,55,63,90,50,80,42,380,FALSE,FALSE,generation-v,0,0,0,0,0,0
542,leavanny,bug,grass,swarm,chlorophyll,overcoat,75,103,80,70,80,92,500,FALSE,FALSE,generation-v,0,0.00706,0.00031,0,0.06,0
543,venipede,bug,poison,poison-point,swarm,speed-boost,30,45,59,30,39,57,260,FALSE,FALSE,generation-v,0,0,0,0,0,0
544,whirlipede,bug,poison,poison-point,swarm,speed-boost,40,55,99,40,79,47,360,FALSE,FALSE,generation-v,0,0,0,0,0,0
545,scolipede,bug,poison,poison-point,swarm,speed-boost,60,100,89,55,69,112,485,FALSE,FALSE,generation-v,0.00307,0,0,0,0,0
546,cottonee,grass,fairy,prankster,infiltrator,chlorophyll,40,27,60,37,50,66,280,FALSE,FALSE,generation-v,0,0,5.00E-05,0,0,0
547,whimsicott,grass,fairy,prankster,infiltrator,chlorophyll,60,67,85,77,75,116,480,FALSE,FALSE,generation-v,NA,0,NA,15.89,0,7.72
548,petilil,grass,No_type,chlorophyll,own-tempo,leaf-guard,45,35,50,70,50,30,280,FALSE,FALSE,generation-v,0,0,0,0,0,0
549,lilligant,grass,No_type,chlorophyll,own-tempo,leaf-guard,70,60,75,110,75,90,480,FALSE,FALSE,generation-v,0.02567,NA,0.03788,0,0,0
549,lilligant-hisui,grass,fighting,chlorophyll,hustle,leaf-guard,70,105,75,50,75,105,480,FALSE,FALSE,generation-v,0,NA,0.97988,0,2.15,2
550,basculin,water,No_type,reckless,adaptability,mold-breaker,70,92,65,80,55,98,460,FALSE,FALSE,generation-v,0,8.00E-05,0,0,0,0
550,basculin-blue-striped,water,No_type,rock-head,adaptability,mold-breaker,70,92,65,80,55,98,460,FALSE,FALSE,generation-v,0,0,0,0,0,0
550,basculin-white-striped,water,No_type,rattled,adaptability,mold-breaker,70,92,65,80,55,98,460,FALSE,FALSE,generation-v,0,0,0,0,0,0
551,sandile,ground,dark,intimidate,moxie,anger-point,50,72,35,35,35,65,292,FALSE,FALSE,generation-v,0,0,0,0,0,0
552,krokorok,ground,dark,intimidate,moxie,anger-point,60,82,45,45,45,74,351,FALSE,FALSE,generation-v,0,0,0,0,0,0
553,krookodile,ground,dark,intimidate,moxie,anger-point,95,117,80,65,70,92,519,FALSE,FALSE,generation-v,0.08989,0.05333,0.01055,0.14,0,0
554,darumaka,fire,No_type,hustle,No_ability,inner-focus,70,90,45,15,45,50,315,FALSE,FALSE,generation-v,0,0,0,0,0,0
554,darumaka-galar,ice,No_type,hustle,No_ability,inner-focus,70,90,45,15,45,50,315,FALSE,FALSE,generation-v,0,0,0,0,0,0
555,darmanitan,fire,No_type,sheer-force,No_ability,zen-mode,105,140,55,30,55,95,480,FALSE,FALSE,generation-v,0.00235,0,0,0,0,0
555,darmanitan-zen,fire,psychic,sheer-force,No_ability,zen-mode,105,30,105,140,105,55,540,FALSE,FALSE,generation-v,0,0,0,0,0,0
555,darmanitan-galar,ice,No_type,gorilla-tactics,No_ability,zen-mode,105,140,55,30,55,95,480,FALSE,FALSE,generation-v,0.11772,0,0,0,0,0
555,darmanitan-galar-zen,ice,fire,gorilla-tactics,No_ability,zen-mode,105,160,55,30,55,135,540,FALSE,FALSE,generation-v,0,0,0,0,0,0
556,maractus,grass,No_type,water-absorb,chlorophyll,storm-drain,75,86,67,106,67,60,461,FALSE,FALSE,generation-v,0.00137,0,0,0.04,0,0
557,dwebble,bug,rock,sturdy,shell-armor,weak-armor,50,65,85,35,35,55,325,FALSE,FALSE,generation-v,0,0,0,0,0,0
558,crustle,bug,rock,sturdy,shell-armor,weak-armor,70,105,125,65,75,45,485,FALSE,FALSE,generation-v,0.00012,0,0,0,0,0
559,scraggy,dark,fighting,shed-skin,moxie,intimidate,50,75,70,35,70,48,348,FALSE,FALSE,generation-v,0,0,0,0,0,0
560,scrafty,dark,fighting,shed-skin,moxie,intimidate,65,90,115,45,115,58,488,FALSE,FALSE,generation-v,0.05289,0,0.02513,0,0,0
561,sigilyph,psychic,flying,wonder-skin,magic-guard,tinted-lens,72,58,80,103,80,97,490,FALSE,FALSE,generation-v,0.00997,0,0,0,0,0
562,yamask,ghost,No_type,mummy,No_ability,None,38,30,85,55,65,30,303,FALSE,FALSE,generation-v,0,0,0,0,0,0
562,yamask-galar,ground,ghost,wandering-spirit,No_ability,None,38,55,85,30,65,30,303,FALSE,FALSE,generation-v,0,0,0,0,0,0
563,cofagrigus,ghost,No_type,mummy,No_ability,None,58,50,145,95,105,30,483,FALSE,FALSE,generation-v,0.05676,0,0,0,0,0
564,tirtouga,water,rock,solid-rock,sturdy,swift-swim,54,78,103,53,45,22,355,FALSE,FALSE,generation-v,0,0,0,0,0,0
565,carracosta,water,rock,solid-rock,sturdy,swift-swim,74,108,133,83,65,32,495,FALSE,FALSE,generation-v,0.00032,0,0,0,0,0
566,archen,rock,flying,defeatist,No_ability,None,55,112,45,74,45,70,401,FALSE,FALSE,generation-v,0,0,0,0,0,0
567,archeops,rock,flying,defeatist,No_ability,None,75,140,65,112,65,110,567,FALSE,FALSE,generation-v,0.00348,0,0,0,0,0
568,trubbish,poison,No_type,stench,sticky-hold,aftermath,50,50,62,40,62,65,329,FALSE,FALSE,generation-v,0,0,0,0,0,0
569,garbodor,poison,No_type,stench,weak-armor,aftermath,80,95,82,60,82,75,474,FALSE,FALSE,generation-v,2.00E-05,0,0,0,0,0
569,garbodor-gmax,poison,No_type,stench,weak-armor,aftermath,80,95,82,60,82,75,474,FALSE,FALSE,generation-v,0,0,0,0,0,0
570,zorua,dark,No_type,illusion,No_ability,None,40,65,40,80,40,65,330,FALSE,FALSE,generation-v,0,0,0,0,0,0
570,zorua-hisui,normal,ghost,illusion,No_ability,None,35,60,40,85,40,70,330,FALSE,FALSE,generation-v,0,0,0,0,0,0
571,zoroark,dark,No_type,illusion,No_ability,None,60,105,60,120,60,105,510,FALSE,FALSE,generation-v,0.03047,0.0166,0.00486,0,0,0
571,zoroark-hisui,normal,ghost,illusion,No_ability,None,55,100,60,125,60,110,510,FALSE,FALSE,generation-v,0,0.00153,0.49756,0,0.28,1.08
572,minccino,normal,No_type,cute-charm,technician,skill-link,55,50,40,40,40,75,300,FALSE,FALSE,generation-v,0,0,0,0,0,0
573,cinccino,normal,No_type,cute-charm,technician,skill-link,75,95,60,65,60,115,470,FALSE,FALSE,generation-v,0.00031,0,0.01714,0,0,0
574,gothita,psychic,No_type,frisk,competitive,shadow-tag,45,30,50,55,65,45,290,FALSE,FALSE,generation-v,0,0,0,0,0,0
575,gothorita,psychic,No_type,frisk,competitive,shadow-tag,60,45,70,75,85,55,390,FALSE,FALSE,generation-v,0,0.04104,0.03877,0,0,0
576,gothitelle,psychic,No_type,frisk,competitive,shadow-tag,70,55,95,95,110,65,490,FALSE,FALSE,generation-v,NA,NA,0.43794,1.39,1.29,0.85
577,solosis,psychic,No_type,overcoat,magic-guard,regenerator,45,30,40,105,50,20,290,FALSE,FALSE,generation-v,0,0,0,0,0,0
578,duosion,psychic,No_type,overcoat,magic-guard,regenerator,65,40,50,125,60,30,370,FALSE,FALSE,generation-v,0,0,0,0,0,0
579,reuniclus,psychic,No_type,overcoat,magic-guard,regenerator,110,65,75,125,85,30,490,FALSE,FALSE,generation-v,0.0041,0,0.08821,0,0,0.05
580,ducklett,water,flying,keen-eye,big-pecks,hydration,62,44,50,44,50,55,305,FALSE,FALSE,generation-v,0,0,0,0,0,0
581,swanna,water,flying,keen-eye,big-pecks,hydration,75,87,63,87,63,98,473,FALSE,FALSE,generation-v,0,0.00055,0,0,0,0
582,vanillite,ice,No_type,ice-body,snow-cloak,weak-armor,36,50,50,65,60,44,305,FALSE,FALSE,generation-v,0,0,0,0,0,0
583,vanillish,ice,No_type,ice-body,snow-cloak,weak-armor,51,65,65,80,75,59,395,FALSE,FALSE,generation-v,0,0,0,0,0,0
584,vanilluxe,ice,No_type,ice-body,snow-warning,weak-armor,71,95,85,110,95,79,535,FALSE,FALSE,generation-v,0,0,0,0,0,0
585,deerling,normal,grass,chlorophyll,sap-sipper,serene-grace,60,60,50,40,50,75,335,FALSE,FALSE,generation-v,0,0,0,0,0,0
586,sawsbuck,normal,grass,chlorophyll,sap-sipper,serene-grace,80,100,70,60,70,95,475,FALSE,FALSE,generation-v,0,0.0072,0.00345,0,0,0
587,emolga,electric,flying,static,No_ability,motor-drive,55,75,60,75,60,103,428,FALSE,FALSE,generation-v,3.00E-05,0,0,0.06,0,0
588,karrablast,bug,No_type,swarm,shed-skin,no-guard,50,75,45,40,45,60,315,FALSE,FALSE,generation-v,0,0,0,0,0,0
589,escavalier,bug,steel,swarm,shell-armor,overcoat,70,135,105,60,105,20,495,FALSE,FALSE,generation-v,0.04285,0,0,0,0,0
590,foongus,grass,poison,effect-spore,No_ability,regenerator,69,55,45,55,55,15,294,FALSE,FALSE,generation-v,0,0,0.00013,0,0,0
591,amoonguss,grass,poison,effect-spore,No_ability,regenerator,114,85,70,85,80,30,464,FALSE,FALSE,generation-v,NA,NA,NA,20.14,15.71,26.58
592,frillish,water,ghost,water-absorb,cursed-body,damp,55,40,50,65,85,40,335,FALSE,FALSE,generation-v,0,0,0,0,0,0
593,jellicent,water,ghost,water-absorb,cursed-body,damp,100,60,70,85,105,60,480,FALSE,FALSE,generation-v,0.38214,0,0,0,0,0
594,alomomola,water,No_type,healer,hydration,regenerator,165,75,80,40,45,65,470,FALSE,FALSE,generation-v,0,0.00816,0.00376,0,0,0
595,joltik,bug,electric,compound-eyes,unnerve,swarm,50,47,50,57,50,65,319,FALSE,FALSE,generation-v,0,0,0,0,0,0
596,galvantula,bug,electric,compound-eyes,unnerve,swarm,70,77,60,97,60,108,472,FALSE,FALSE,generation-v,0.00232,0,0.01135,0,0,0
